id,FIN,cafo_name,geometry,satellite_name,county,city_town,Latitude,Longitude
167,55630,CEDAR SPRINGS DAIRY,POINT (-87.67124288083195 44.274854260919),,Manitowoc,GIBSON,44.274854260919,-87.67124288083200
168,55207,KOCOUREK BROS PARTNERSHIP,POINT (-88.00661096957751 44.16111622296759),,Manitowoc,MAPLE GROVE,44.16111622296760,-88.00661096957750
169,41047,Blue Royal Valley Dairy,POINT (-87.77879820533421 44.057683542808284),,Manitowoc,NEWTON,44.057683542808300,-87.77879820533420
170,52058,Augustian Farms LLC,POINT (-87.55229069531684 44.36903858333987),,Kewaunee,CARLTON,44.36903858333990,-87.55229069531680
171,69027,Branch View Dairy LLC,POINT (-87.75573443356743 44.15437000637897),,Manitowoc,KOSSUTH,44.15437000637900,-87.75573443356740
172,33702,Owens Farms Inc,POINT (-92.23118061753536 45.7182240930049),,Polk,LORAIN,45.7182240930049,-92.23118061753540
173,11631,Ulrich Farms Inc,POINT (-92.5228066446248 45.34523871879057),,Polk,GARFIELD,45.34523871879060,-92.5228066446248
174,48557,Fendryk Brothers Partnership,POINT (-88.05721821097784 45.135785182851876),,Marinette,BEAVER,45.13578518285190,-88.05721821097780
175,15050,Matsche Farm Inc,POINT (-89.08637058444165 44.921161706992905),,Shawano,ALMON,44.921161706992900,-89.08637058444170
176,15052,Schmidts Ponderosa LLC,POINT (-88.42854153597197 44.70441828065086),,Shawano,HARTLAND,44.70441828065090,-88.42854153597200
177,12961,Minglewood Inc,POINT (-92.37476395328581 45.22022547978283),,Polk,BLACK BROOK,45.22022547978280,-92.3747639532858
178,74574,Paiser Family Dairy LLC,POINT (-88.71755564523373 44.84807656421779),,Shawano,RICHMOND,44.84807656421780,-88.71755564523370
179,13990,ARCAND POULTRY FARM Inc,POINT (-92.32715471195772 45.21899723716296),,Polk,BLACK BROOK,45.21899723716300,-92.32715471195770
180,51849,Friendshuh Farms LLC,POINT (-92.31850406278565 45.26630997732539),,Polk,BLACK BROOK,45.26630997732540,-92.31850406278560
181,31146,Legacy Farms LLC,POINT (-91.98197237954236 45.703214399761855),,Washburn,BARRONETT,45.703214399761900,-91.98197237954240
182,38535,Four Cubs Farm LLC,POINT (-92.62755684854555 45.76011937925756),,Burnett,WOOD RIVER,45.76011937925760,-92.62755684854560
183,53253,Goodrich Farms LLP,POINT (-92.36445635905748 45.13944517177639),,St. Croix,CYLON,45.13944517177640,-92.36445635905750
184,37674,Steven Brand,POINT (-92.42562065118572 44.729417607562254),,Pierce,ELLSWORTH,44.729417607562300,-92.42562065118570
185,18977,Fetzer Farms Inc,POINT (-92.25809586783785 44.69279554760664),,Pierce,EL PASO,44.69279554760660,-92.25809586783780
186,14136,Emerald Sky Dairy LLC,POINT (-92.30174072139785 45.07571993883502),,St. Croix,EMERALD,45.07571993883500,-92.30174072139780
187,44075,Luckwaldt Agriculture Inc,POINT (-92.27570057064199 44.976395759922944),,St. Croix,BALDWIN,44.976395759922900,-92.275700570642
188,29902,"Ridge Breeze Dairy, LLC",POINT (-92.26575038424998 44.678766837567515),,Pierce,SALEM,44.67876683756750,-92.26575038425000
189,12114,Albedarned Dairy LLC,POINT (-92.38715362948538 45.007784452022946),,St. Croix,HAMMOND,45.00778445202300,-92.38715362948540
190,29900,Weiss Family Farms Inc,POINT (-91.86574281995001 44.65517247755487),,Pepin,LIMA,44.65517247755490,-91.86574281995
191,10651,Jon De Dairy Inc,POINT (-92.38474717900063 44.90399627232487),,St. Croix,RUSH RIVER,44.90399627232490,-92.38474717900060
192,42435,Bomaz Farms,POINT (-92.46730745223466 44.92356645088676),,St. Croix,PLEASANT VALLEY,44.92356645088680,-92.46730745223470
193,41509,Marshland Acres Inc,POINT (-91.85612101974246 44.655331890606824),,Pepin,LIMA,44.65533189060680,-91.85612101974250
194,42439,Breezy Point Farms Inc,POINT (-91.9707146140951 44.50656814311416),,Buffalo,NELSON,44.50656814311420,-91.9707146140951
195,31399,Burnside Dairy Inc,POINT (-91.93265412709682 44.506579795386116),,Buffalo,NELSON,44.50657979538610,-91.93265412709680
196,11745,Rosenholm Dairy,POINT (-91.68500729856189 44.32829433101327),,Buffalo,WAUMANDEE,44.32829433101330,-91.68500729856190
197,58714,Traun Farms Inc,POINT (-91.8934697939925 44.517797390609374),,Buffalo,MAXVILLE,44.517797390609400,-91.8934697939925
198,55293,Woldt Farms LLC,POINT (-88.06113799446199 44.23616623157199),,Calumet,BRILLION,44.23616623157200,-88.06113799446200
199,15051,Kinnard Farms Inc,POINT (-87.62552808063033 44.622751528726695),,Kewaunee,LINCOLN,44.622751528726700,-87.62552808063030
200,19043,Stahl Bros Dairy LLC,POINT (-87.73625974007732 44.5976680339798),,Kewaunee,RED RIVER,44.5976680339798,-87.73625974007730
201,68718,Buresh Farms,POINT (-87.7627972248053 44.445056454150425),,Kewaunee,MONTPELIER,44.445056454150400,-87.7627972248053
202,14141,"Pagels Ponderosa Dairy, LLC",POINT (-87.60164536822171 44.50123749895217),,Kewaunee,WEST KEWAUNEE,44.50123749895220,-87.60164536822170
203,50983,Alfalawn Farms LLC,POINT (-92.02022619894423 44.777725696494414),,Dunn,WESTON,44.777725696494400,-92.02022619894420
204,36279,Blaken Farms LLC,POINT (-91.01596367257162 44.145701213739834),,Jackson,MELROSE,44.14570121373980,-91.01596367257160
205,16677,Heller Farm Inc,POINT (-90.93844132635442 44.435377175946506),,Jackson,GARDEN VALLEY,44.435377175946500,-90.93844132635440
206,52160,Jerome J Laufenberg Inc,POINT (-90.91497470539235 44.41770376994284),,Jackson,ALMA,44.41770376994280,-90.91497470539240
207,42446,Pfaff Prairie Farms,POINT (-90.99269981077865 44.116293350925424),,Jackson,MELROSE,44.116293350925400,-90.99269981077870
208,37675,Arctic View Farms,POINT (-91.35992702352382 44.09045669708921),,Trempealeau,GALE,44.09045669708920,-91.35992702352380
209,14145,Country Aire Farms LLC,POINT (-88.10772371830265 44.28395440005754),,Brown,HOLLAND,44.28395440005750,-88.10772371830270
210,48443,Maliszewski Dairy LLC,POINT (-91.46273711426136 44.306789786125954),,Trempealeau,ARCADIA,44.306789786126000,-91.46273711426140
211,29864,Van Ryn Dairy,POINT (-91.2345406355349 44.46656499271685),,Trempealeau,HALE,44.46656499271690,-91.2345406355349
212,41973,Brickstead Dairy LLC,POINT (-88.0882034485005 44.25444092675748),,Brown,HOLLAND,44.25444092675750,-88.0882034485005
213,47071,Kane Family Farm,POINT (-87.90878311160856 44.314094245220346),,Brown,MORRISON,44.314094245220300,-87.90878311160860
214,41972,Zirbel Dairy Farms LLC,POINT (-87.98794567896391 44.352424651002984),,Brown,GLENMORE,44.35242465100300,-87.98794567896390
215,44098,Allen VandeHei,POINT (-88.26525782122782 44.53682222030888),,Outagamie,SEYMOUR,44.53682222030890,-88.26525782122780
216,28767,Ranovael Dairy,POINT (-88.18937164904372 44.43468787408891),,Brown,Hobart,44.43468787408890,-88.18937164904370
217,40623,United Meadows Dairy LLC,POINT (-88.19057433807818 44.33989014408326),,Brown,WRIGHTSTOWN,44.33989014408330,-88.19057433807820
218,50547,Seven Oaks Dairy LLC,POINT (-88.19892510847227 44.31309010145363),,Outagamie,BUCHANAN,44.31309010145360,-88.19892510847230
219,44097,Landl Farms LLC,POINT (-88.21316302930042 44.282598622374906),,Outagamie,BUCHANAN,44.282598622374900,-88.21316302930040
220,11961,Wiese Brothers Farms,POINT (-88.1056388486635 44.29700623367612),,Brown,HOLLAND,44.29700623367610,-88.1056388486635
221,48191,Egan Bros Partnership,POINT (-88.79577394630114 44.4478190565271),,Waupaca,LEBANON,44.4478190565271,-88.79577394630110
222,23883,Quantum Dairy LLC,POINT (-88.95512166216132 44.295163714130155),,Waupaca,WEYAUWEGA,44.29516371413020,-88.95512166216130
223,12966,Cross Farms LLC,POINT (-88.651487720878 44.14651728323196),,Winnebago,WINNECONNE,44.14651728323200,-88.651487720878
224,17164,B&D Dairy Farm LLC,POINT (-87.9611498637224 45.12017517654746),,Marinette,BEAVER,45.12017517654750,-87.9611498637224
225,46923,Grand View Dairy Farm Inc,POINT (-88.20808949437703 44.22881653402019),,Calumet,WOODVILLE,44.22881653402020,-88.20808949437700
226,75120,Wagner Farms Inc,POINT (-88.29658262587857 44.83895247429794),,Shawano,GREEN VALLEY,44.83895247429790,-88.29658262587860
227,52788,DENMAR ACRES LLC,POINT (-88.00758440191025 44.32907359090495),,Brown,GLENMORE,44.32907359090500,-88.00758440191030
228,66543,Brooks Farms Dairy LLC,POINT (-89.04860495703343 44.30417614414233),,Waupaca,LIND,44.30417614414230,-89.04860495703340
229,14768,Da Ran Dairy LLC,POINT (-87.76337356505603 44.51392698594045),,Kewaunee,LUXEMBURG,44.51392698594050,-87.76337356505600
230,73561,Greenleaf Leadge Dairy LLC,POINT (-88.07333187420524 44.312676786271496),,Brown,WRIGHTSTOWN,44.312676786271500,-88.07333187420520
231,36343,Seidls Mountain View Dairy LLC,POINT (-87.73103390536647 44.52084549048743),,Kewaunee,LUXEMBURG,44.52084549048740,-87.73103390536650
232,21283,3 D Dairy LLC,POINT (-88.2929757382616 43.835609821127235),,Fond du Lac,TAYCHEEDAH,43.83560982112720,-88.2929757382616
233,57326,Anatevka Dairy,POINT (-87.80662860257209 43.638487346243025),,Sheboygan,LIMA,43.63848734624300,-87.80662860257210
234,43342,"Beck Dairy Farm, LLC",POINT (-88.31264653993446 43.526490714783534),,Washington,WAYNE,43.526490714783500,-88.31264653993450
235,17074,Double S Dairy,POINT (-88.86317137438655 43.66766579926735),,Fond du Lac,ALTO,43.66766579926740,-88.86317137438660
236,38096,Drake Dairy Inc,POINT (-88.07836298277178 43.860983007204474),,Sheboygan,RUSSELL,43.86098300720450,-88.07836298277180
237,43546,Goeser Dairy LLC,POINT (-88.0601800878842 43.72348877715152),,Sheboygan,GREENBUSH,43.72348877715150,-88.0601800878842
238,43442,Golden E Dairy LLC,POINT (-88.08915424763177 43.48883757447819),,Washington,FARMINGTON,43.48883757447820,-88.08915424763180
239,32514,"Hanke Farms, Inc.",POINT (-87.92348587643441 43.772069292614866),,Sheboygan,PLYMOUTH,43.77206929261490,-87.92348587643440
240,43461,Hickory Lawn Dairy Farm,POINT (-88.06763922268334 43.64736198514375),,Sheboygan,MITCHELL,43.64736198514380,-88.06763922268330
241,32507,HIGHLAND CROSSING DAIRY LLC,POINT (-87.8558253507099 43.8047166313393),,Sheboygan,SHEBOYGAN FALLS,43.8047166313393,-87.8558253507099
242,43257,J C Maurer & Sons Inc.,POINT (-88.07611876760927 43.87125845429771),,Sheboygan,RUSSELL,43.87125845429770,-88.07611876760930
243,5113,Kettle Moraine Egg Ranch LLC,POINT (-88.14840165684457 43.52620520093919),,Washington,FARMINGTON,43.52620520093920,-88.14840165684460
244,24094,Lake Breeze Dairy LLC,POINT (-88.29133824951137 43.910187160794344),,Fond du Lac,CALUMET,43.91018716079430,-88.29133824951140
245,44750,Lisowe Acres LLC,POINT (-88.22206520282946 43.93111502183058),,Fond du Lac,CALUMET,43.93111502183060,-88.22206520282950
246,45279,Majestic Meadows Dairy LLC,POINT (-87.84261682589229 43.75379676767402),,Sheboygan,SHEBOYGAN FALLS,43.75379676767400,-87.84261682589230
247,5240,Maple Leaf Farms Downy Duck Farm,POINT (-88.14001476195075 42.74409966087947),,Racine,DOVER,42.74409966087950,-88.14001476195080
248,26937,Murph Ko Farms Inc,POINT (-88.399165134737 43.684823384137886),,Fond du Lac,EDEN,43.684823384137900,-88.399165134737
249,25225,Opitz Dairy Farm,POINT (-87.9831040804092 43.4270102373754),,Ozaukee,SAUKVILLE,43.4270102373754,-87.9831040804092
250,52255,Paulus Dairy,POINT (-87.92546707821249 43.45707165942887),,Ozaukee,FREDONIA,43.45707165942890,-87.92546707821250
251,39994,Rickert Bros LLC,POINT (-88.61811550870537 43.864529236762394),,Fond du Lac,ELDORADO,43.8645292367624,-88.61811550870540
252,17116,Rockland Dairy Inc,POINT (-87.93029900084662 43.571984910271816),,Sheboygan,SHERMAN,43.571984910271800,-87.93029900084660
253,39790,Rosendale Dairy LLC,POINT (-88.71755379089241 43.869286449012584),,Fond du Lac,ROSENDALE,43.86928644901260,-88.71755379089240
254,42017,Ruedinger Farms Inc,POINT (-88.51930611893711 43.86268984953417),,Fond du Lac,FRIENDSHIP,43.86268984953420,-88.51930611893710
255,30652,Second Look Holsteins LLC,POINT (-88.27248278417947 43.67966674205455),,Fond du Lac,OSCEOLA,43.67966674205460,-88.27248278417950
256,46783,Snudden Farms LLC,POINT (-88.48007484326659 42.517813579314435),,Walworth,LINN,42.51781357931440,-88.48007484326660
257,11743,Sunset Farms Inc,POINT (-88.36504911801926 43.41725283667078),,Washington,ADDISON,43.41725283667080,-88.36504911801930
258,25281,Vir Clar Farms LLC,POINT (-88.39806447148224 43.72411367876156),,Fond du Lac,EMPIRE,43.72411367876160,-88.39806447148220
259,52453,Zinke Dairy Farms LLC,POINT (-88.47463949774185 43.64064579587243),,Fond du Lac,BYRON,43.64064579587240,-88.47463949774190
260,64043,J&J Pickert Farms,POINT (-88.27752053207907 43.879055722475435),,Fond du Lac,MARSHFIELD,43.87905572247540,-88.27752053207910
261,51654,Katzman Farms Inc Hebron,POINT (-88.69538278385795 42.914319377640176),,Jefferson,HEBRON,42.914319377640200,-88.69538278385800
262,44084,Katzman Farms Inc,POINT (-88.63973828069088 42.79402861853351),,Walworth,LA GRANGE,42.79402861853350,-88.63973828069090
263,5282,S AND R EGG FARMS INC LA GRANGE TN,POINT (-88.33913526410909 42.958287626552334),,Waukesha,GENESEE,42.958287626552300,-88.33913526410910
264,5282,S AND R EGG FARMS INC LA GRANGE TN,POINT (-88.64564905667618 42.882571958958366),,Jefferson,PALMYRA,42.882571958958400,-88.64564905667620
265,5282,S AND R EGG FARMS INC LA GRANGE TN,POINT (-88.57396799391034 42.83371097219694),,Walworth,LA GRANGE,42.83371097219690,-88.57396799391030
266,52974,Krentz Family Dairy Inc.,POINT (-88.89326052844632 44.04707921433167),,Waushara,AURORA,44.04707921433170,-88.89326052844630
267,17040,Schneider Farms Inc,POINT (-88.18639138945768 44.12297402030005),,Calumet,WOODVILLE,44.12297402030010,-88.18639138945770
268,38479,Roth Feeder Pig Inc,POINT (-90.8138814409198 43.10749390722892),,Crawford,WAUZEKA,43.10749390722890,-90.8138814409198
269,48716,North Side Genetics LLC,POINT (-90.60995026574267 43.00402080103361),,Grant,FENNIMORE,43.00402080103360,-90.60995026574270
270,16454,Holsum Dairies LLC,POINT (-88.14775715564191 44.09616475166159),,Calumet,RANTOUL,44.09616475166160,-88.14775715564190
271,10652,Maize N Bacon Inc,POINT (-89.78713695175074 43.26313864589441),,Sauk,PRAIRIE DU SAC,43.26313864589440,-89.78713695175070
272,11546,W C C Flats Inc,POINT (-89.77838813072947 43.26322796430295),,Sauk,PRAIRIE DU SAC,43.26322796430300,-89.77838813072950
273,10677,Blue Star Dairy Farms DeForest,POINT (-89.41949438584501 43.268406964899036),,Dane,VIENNA,43.26840696489900,-89.41949438584500
274,52271,Blakes Point RE LLC,POINT (-90.92828689179393 42.84513785602484),,Grant,BEETOWN,42.84513785602480,-90.92828689179390
275,42730,Rohan Dairy Farms LLC,POINT (-88.73571221402237 44.522531200536726),,Outagamie,DEER CREEK,44.522531200536700,-88.73571221402240
276,17075,Sugar Creek Farm LLC,POINT (-88.72353527707313 44.486311526977474),,Outagamie,MAPLE CREEK,44.486311526977500,-88.72353527707310
277,18110,Slowey Farms LLC,POINT (-89.56078543146945 43.83618537975332),,Marquette,WESTFIELD,43.83618537975330,-89.56078543146950
278,14144,Friendship Valley Dairy LLC,POINT (-88.78893159862602 44.59545432816778),,Waupaca,LARRABEE,44.59545432816780,-88.78893159862600
279,26939,Thistle Dairy LLC,POINT (-88.54886950047833 43.89584525317504),,Winnebago,NEKIMI,43.89584525317500,-88.54886950047830
280,38893,Roche Farms Inc,POINT (-88.91018551101013 43.31846782629607),,Dodge,ELBA,43.31846782629610,-88.91018551101010
281,39995,Hilltop Dairy LLC,POINT (-88.90797618948807 43.644831869813935),,Green Lake,MACKFORD,43.644831869813900,-88.90797618948810
282,24731,Blue Star Dairy Farms Arlington,POINT (-89.42934326588593 43.32577625221892),,Columbia,ARLINGTON,43.32577625221890,-89.42934326588590
283,25278,Hillsprairie Dairy LLC,POINT (-90.3489120464982 43.69596542935231),,Vernon,HILLSBORO,43.69596542935230,-90.3489120464982
284,53541,Rivers Edge Dairy LLC,POINT (-88.1517902449693 44.05737932552044),,Calumet,CHILTON,44.05737932552040,-88.1517902449693
285,38853,UW Arlington Agricultural Research Station,POINT (-89.34655986924373 43.30299643832193),,Columbia,LEEDS,43.30299643832190,-89.34655986924370
286,36533,Dallmann East River Dairy LLC,POINT (-88.05077396014696 44.1074209876687),,Calumet,RANTOUL,44.1074209876687,-88.05077396014700
287,35351,Pride View Dairy LLC,POINT (-89.00438571277007 43.63404797562653),,Green Lake,MACKFORD,43.63404797562650,-89.00438571277010
288,43612,Prairieland Dairy LLC,POINT (-89.52076931409472 42.87811734197292),,Dane,MONTROSE,42.87811734197290,-89.52076931409470
289,41685,Birlings Bovines LLC,POINT (-88.4177102735089 44.53389563411167),,Outagamie,CICERO,44.53389563411170,-88.4177102735089
290,13505,Majestic View Dairy LLC,POINT (-90.69555020565723 42.86557168161157),,Grant,NORTH LANCASTER,42.86557168161160,-90.69555020565720
291,11960,Wild Rose Dairy LLC,POINT (-90.68956408696229 43.6243085755827),,Vernon,WEBSTER,43.6243085755827,-90.68956408696230
292,46287,Pine Breeze Dairy LLC,POINT (-88.97049225400052 44.17153298333655),,Waushara,BLOOMFIELD,44.17153298333660,-88.97049225400050
293,30203,Mlsna East Town Dairy,POINT (-90.74905041975067 43.726446383428964),,Monroe,JEFFERSON,43.72644638342900,-90.74905041975070
294,10654,Siemers Holstein Farm Inc,POINT (-87.86811001638877 43.92404843225795),,Manitowoc,MEEME,43.92404843225800,-87.86811001638880
295,33003,High View LLC,POINT (-90.4812757199862 43.273038693669584),,Richland,EAGLE,43.273038693669600,-90.4812757199862
296,37747,Deer Run Dairy LLC,POINT (-87.66769314202786 44.369768622344836),,Kewaunee,FRANKLIN,44.36976862234480,-87.66769314202790
297,51853,Sandway Farms LLC,POINT (-87.69801781545804 44.34086895544898),,Kewaunee,FRANKLIN,44.34086895544900,-87.69801781545800
298,25279,MDS Dairy Inc,POINT (-90.80658397837234 43.86334561585742),,Monroe,LEON,43.86334561585740,-90.80658397837230
299,9721,Wagner Dairy Farm,POINT (-89.55019297969818 43.126586310285475),,Dane,SPRINGFIELD,43.12658631028550,-89.55019297969820
300,48091,Clarks Mills Dairy Farm LLP,POINT (-87.87314038171075 44.09158759008105),,Manitowoc,CATO,44.09158759008110,-87.87314038171080
301,50964,Lehmann Farms LLC,POINT (-91.07818209154257 43.60855552592826),,Vernon,HARMONY,43.60855552592830,-91.07818209154260
302,24241,Ripps Dairy Valley LLC,POINT (-89.48464792451155 43.21859101830065),,Dane,DANE,43.21859101830070,-89.48464792451160
303,40106,White Gold Dairy LLC,POINT (-89.47778490100633 43.21328378596754),,Dane,VIENNA,43.21328378596750,-89.47778490100630
304,52291,Manthe Grain Farms LLC,POINT (-89.29338654752459 43.250363741676026),,Dane,Windsor,43.250363741676000,-89.29338654752460
305,40048,Maunesha River Dairy,POINT (-89.1435242848129 43.221576530062706),,Dane,BRISTOL,43.22157653006270,-89.1435242848129
306,41471,Jim Herman Inc,POINT (-89.04207030047927 43.18756755272018),,Dane,MEDINA,43.18756755272020,-89.04207030047930
307,7089,STATZ BROTHERS INC,POINT (-89.16422472599803 43.18227252153016),,Dane,SUN PRAIRIE,43.18227252153020,-89.16422472599800
308,48603,North Star Acres/Jeff Potter,POINT (-91.21514051919127 45.6265555399958),,Rusk,MURRY,45.6265555399958,-91.21514051919130
309,23551,Schairer Farms,POINT (-89.25897942326986 44.937818315589254),,Marathon,NORRIE,44.93781831558930,-89.25897942326990
310,65428,Fustead Holsteins,POINT (-89.46908877626831 44.944166768922614),,Marathon,RINGLE,44.94416676892260,-89.46908877626830
311,21104,JENNIE O TURKEY STORE INC - Research,POINT (-91.83013790158157 45.38444978841411),,Barron,BARRON,45.38444978841410,-91.83013790158160
312,5098,Daybreak Foods Creekwood Cage Free,POINT (-88.94610870038176 43.04302371648889),,Jefferson,LAKE MILLS,43.04302371648890,-88.94610870038180
313,42347,"Deans Eggs dba Nature Link Farms, LLC",POINT (-88.88459790784948 43.038645056945434),,Jefferson,AZTALAN,43.03864505694540,-88.88459790784950
314,16177,Rosy Lane Holsteins LLC,POINT (-88.72209469010117 43.13621392941663),,Jefferson,WATERTOWN,43.13621392941660,-88.72209469010120
315,39217,Tag Lane Dairy Farm,POINT (-88.5734289021651 43.169296738943565),,Jefferson,IXONIA,43.169296738943600,-88.5734289021651
316,21104,JENNIE O TURKEY STORE INC - BARCO,POINT (-91.77316325123878 45.45360218712636),,Barron,STANLEY,45.45360218712640,-91.77316325123880
317,21104,JENNIE O TURKEY STORE INC - BEAVER,POINT (-91.56437916531205 45.274124174349375),,Barron,DOVRE,45.274124174349400,-91.56437916531200
318,21104,JENNIE O TURKEY STORE INC - BLACK,POINT (-91.49763214318861 45.251738174884),,Chippewa,SAMPSON,45.251738174884,-91.4976321431886
319,21104,JENNIE O TURKEY STORE INC - CHIPPEWA,POINT (-91.66326518070815 45.17131415215485),,Chippewa,AUBURN,45.17131415215490,-91.66326518070820
320,11956,Calamity Knoll Farm,POINT (-88.91292032706578 42.53523772059772),,Rock,TURTLE,42.53523772059770,-88.91292032706580
321,14140,Larson Acres Inc,POINT (-89.36391021968241 42.73962114237831),,Rock,MAGNOLIA,42.73962114237830,-89.36391021968240
322,5097,Back Road Beef LLC,POINT (-88.87823321066995 42.8508943709946),,Jefferson,KOSHKONONG,42.8508943709946,-88.87823321067000
323,54356,"Pinnacle Dairy, LLC",POINT (-89.48864724048751 42.65927264234966),,Green,SYLVESTER,42.65927264234970,-89.48864724048750
324,21104,JENNIE O TURKEY STORE INC - CROWN,POINT (-91.80804225853736 45.43296818136089),,Barron,BARRON,45.43296818136090,-91.80804225853740
325,21104,JENNIE O TURKEY STORE INC - CRYSTAL LAKE,POINT (-92.03455833184793 45.48429617424937),,Barron,CRYSTAL LAKE,45.48429617424940,-92.03455833184790
326,21104,JENNIE O TURKEY STORE INC - DOVRE,POINT (-91.55817316181339 45.26031117253263),,Barron,DOVRE,45.26031117253260,-91.5581731618134
327,21104,JENNIE O TURKEY STORE INC - EVERGREEN,POINT (-91.8570482237755 45.0623781225082),,Dunn,OTTER CREEK,45.0623781225082,-91.8570482237755
328,21104,JENNIE O TURKEY STORE INC - GATEWAY,POINT (-91.67141521525801 45.41063918758792),,Barron,STANLEY,45.41063918758790,-91.671415215258
329,21104,JENNIE O TURKEY STORE INC - NEW RICHMOND,POINT (-92.56288643401236 45.09551208045297),,St. Croix,RICHMOND,45.09551208045300,-92.56288643401240
330,21104,JENNIE O TURKEY STORE INC - NORTHLAND,POINT (-91.69502521555798 45.35642617732033),,Barron,PRAIRIE LAKE,45.35642617732030,-91.69502521555800
331,21104,JENNIE O TURKEY STORE INC - NORTHWEST,POINT (-91.88886128419192 45.44392817792279),,Barron,BARRON,45.44392817792280,-91.88886128419190
